kind,visit_id,leg_index,source_scope,bot_id,station_queue_wp_id,from_id,to_id,pod_id,station_id,loaded,orientation_bucket,from_x,from_y,to_x,to_y,abs_dx,abs_dy,euclid,manhattan,same_tier,from_storage,to_storage,from_queue,to_queue,from_degree,to_degree,path_found,path_hops,path_distance,path_turns,path_segments,eta_sec
pod_to_station_queue,2354,2,initial_bots,11,16,201,16,77,0,1,-1,16.5,8.5,1.5,3.5,15,5,15.811388300841896,20,1,1,0,0,1,4,1,1,22,22,3,4,22.370093791412856
bot_to_pod,2355,1,initial_bots,11,24,60,201,77,1,0,0,4.5,1.5,16.5,8.5,12,7,13.892443989449804,19,1,0,1,0,0,3,4,1,19,19,1,2,16.291666666666664
pod_to_station_queue,2355,2,initial_bots,11,24,201,24,77,1,1,-1,16.5,8.5,1.5,9.5,15,1,15.033296378372908,16,1,1,0,0,1,4,1,1,16,16,1,2,14.125
bot_to_pod,2356,1,initial_bots,11,16,60,105,78,0,0,0,4.5,1.5,18.5,1.5,14,0,14,14,1,0,1,0,0,3,4,1,14,14,0,1,10.833333333333332
pod_to_station_queue,2356,2,initial_bots,11,16,105,16,78,0,1,-1,18.5,1.5,1.5,3.5,17,2,17.11724276862369,19,1,1,0,0,1,4,1,1,21,21,2,3,19.578427124746192
bot_to_pod,2357,1,initial_bots,11,24,60,105,78,1,0,0,4.5,1.5,18.5,1.5,14,0,14,14,1,0,1,0,0,3,4,1,14,14,0,1,10.833333333333332
pod_to_station_queue,2357,2,initial_bots,11,24,105,24,78,1,1,-1,18.5,1.5,1.5,9.5,17,8,18.788294228055936,25,1,1,0,0,1,4,1,1,27,27,2,3,23.583333333333336
bot_to_pod,2358,1,initial_bots,11,16,60,273,79,0,0,0,4.5,1.5,18.5,13.5,14,12,18.439088914585774,26,1,0,1,0,0,3,4,1,26,26,1,2,20.958333333333332
pod_to_station_queue,2358,2,initial_bots,11,16,273,16,79,0,1,-1,18.5,13.5,1.5,3.5,17,10,19.723082923316021,27,1,1,0,0,1,4,1,1,31,31,3,4,28.370093791412856
bot_to_pod,2359,1,initial_bots,11,24,60,273,79,1,0,0,4.5,1.5,18.5,13.5,14,12,18.439088914585774,26,1,0,1,0,0,3,4,1,26,26,1,2,20.958333333333332
pod_to_station_queue,2359,2,initial_bots,11,24,273,24,79,1,1,-1,18.5,13.5,1.5,9.5,17,4,17.464249196572979,21,1,1,0,0,1,4,1,1,25,25,3,4,24.370093791412856
bot_to_pod,2360,1,initial_bots,11,16,60,112,80,0,0,0,4.5,1.5,11.5,2.5,7,1,7.0710678118654755,8,1,0,1,0,0,3,4,1,8,8,1,2,8.7916666666666661
pod_to_station_queue,2360,2,initial_bots,11,16,112,16,80,0,1,-1,11.5,2.5,1.5,3.5,10,1,10.04987562112089,11,1,1,0,0,1,4,1,1,11,11,1,2,10.791666666666668
bot_to_pod,2361,1,initial_bots,11,24,60,112,80,1,0,0,4.5,1.5,11.5,2.5,7,1,7.0710678118654755,8,1,0,1,0,0,3,4,1,8,8,1,2,8.7916666666666661
pod_to_station_queue,2361,2,initial_bots,11,24,112,24,80,1,1,-1,11.5,2.5,1.5,9.5,10,7,12.206555615733702,17,1,1,0,0,1,4,1,1,17,17,3,4,19.036760458079527
bot_to_pod,2362,1,initial_bots,11,16,60,156,81,0,0,0,4.5,1.5,13.5,5.5,9,4,9.8488578017961039,13,1,0,1,0,0,3,4,1,13,13,1,2,12.291666666666668
pod_to_station_queue,2362,2,initial_bots,11,16,156,16,81,0,1,-1,13.5,5.5,1.5,3.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856
bot_to_pod,2363,1,initial_bots,11,24,60,156,81,1,0,0,4.5,1.5,13.5,5.5,9,4,9.8488578017961039,13,1,0,1,0,0,3,4,1,13,13,1,2,12.291666666666668
pod_to_station_queue,2363,2,initial_bots,11,24,156,24,81,1,1,-1,13.5,5.5,1.5,9.5,12,4,12.649110640673518,16,1,1,0,0,1,4,1,1,22,22,4,5,24.490187582825712
bot_to_pod,2364,1,initial_bots,11,16,60,179,82,0,0,0,4.5,1.5,8.5,7.5,4,6,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,10.291666666666668
pod_to_station_queue,2364,2,initial_bots,11,16,179,16,82,0,1,-1,8.5,7.5,1.5,3.5,7,4,8.0622577482985491,11,1,1,0,0,1,4,1,1,17,17,4,5,21.161760458079524
bot_to_pod,2365,1,initial_bots,11,24,60,179,82,1,0,0,4.5,1.5,8.5,7.5,4,6,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,10.291666666666668
pod_to_station_queue,2365,2,initial_bots,11,24,179,24,82,1,1,-1,8.5,7.5,1.5,9.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,11,11,2,3,12.911760458079524
bot_to_pod,2366,1,initial_bots,11,16,60,141,83,0,0,0,4.5,1.5,12.5,4.5,8,3,8.5440037453175304,11,1,0,1,0,0,3,4,1,11,11,1,2,10.958333333333334
pod_to_station_queue,2366,2,initial_bots,11,16,141,16,83,0,1,-1,12.5,4.5,1.5,3.5,11,1,11.045361017187261,12,1,1,0,0,1,4,1,1,12,12,1,2,11.458333333333332
bot_to_pod,2367,1,initial_bots,11,24,60,141,83,1,0,0,4.5,1.5,12.5,4.5,8,3,8.5440037453175304,11,1,0,1,0,0,3,4,1,11,11,1,2,10.958333333333334
pod_to_station_queue,2367,2,initial_bots,11,24,141,24,83,1,1,-1,12.5,4.5,1.5,9.5,11,5,12.083045973594572,16,1,1,0,0,1,4,1,1,18,18,3,4,19.703427124746192
bot_to_pod,2368,1,initial_bots,11,16,60,193,84,0,0,0,4.5,1.5,8.5,8.5,4,7,8.0622577482985491,11,1,0,1,0,0,3,4,1,11,11,1,2,10.958333333333332
pod_to_station_queue,2368,2,initial_bots,11,16,193,16,84,0,1,-1,8.5,8.5,1.5,3.5,7,5,8.6023252670426267,12,1,1,0,0,1,4,1,1,14,14,3,4,16.875
bot_to_pod,2369,1,initial_bots,11,24,60,193,84,1,0,0,4.5,1.5,8.5,8.5,4,7,8.0622577482985491,11,1,0,1,0,0,3,4,1,11,11,1,2,10.958333333333332
pod_to_station_queue,2369,2,initial_bots,11,24,193,24,84,1,1,-1,8.5,8.5,1.5,9.5,7,1,7.0710678118654755,8,1,1,0,0,1,4,1,1,8,8,1,2,8.7916666666666661
bot_to_pod,2370,1,initial_bots,11,16,60,155,85,0,0,0,4.5,1.5,12.5,5.5,8,4,8.9442719099991592,12,1,0,1,0,0,3,4,1,12,12,1,2,11.625
pod_to_station_queue,2370,2,initial_bots,11,16,155,16,85,0,1,-1,12.5,5.5,1.5,3.5,11,2,11.180339887498949,13,1,1,0,0,1,4,1,1,19,19,3,4,20.370093791412856
bot_to_pod,2371,1,initial_bots,11,24,60,155,85,1,0,0,4.5,1.5,12.5,5.5,8,4,8.9442719099991592,12,1,0,1,0,0,3,4,1,12,12,1,2,11.625
pod_to_station_queue,2371,2,initial_bots,11,24,155,24,85,1,1,-1,12.5,5.5,1.5,9.5,11,4,11.704699910719626,15,1,1,0,0,1,4,1,1,25,25,5,6,28.615187582825712
bot_to_pod,2372,1,initial_bots,11,16,60,260,86,0,0,0,4.5,1.5,5.5,13.5,1,12,12.041594578792296,13,1,0,1,0,0,3,4,1,13,13,1,2,12.125
pod_to_station_queue,2372,2,initial_bots,11,16,260,16,86,0,1,-1,5.5,13.5,1.5,3.5,4,10,10.770329614269007,14,1,1,0,0,1,4,1,1,14,14,2,3,14.916666666666668
bot_to_pod,2373,1,initial_bots,11,24,60,260,86,1,0,0,4.5,1.5,5.5,13.5,1,12,12.041594578792296,13,1,0,1,0,0,3,4,1,13,13,1,2,12.125
pod_to_station_queue,2373,2,initial_bots,11,24,260,24,86,1,1,-1,5.5,13.5,1.5,9.5,4,4,5.6568542494923806,8,1,1,0,0,1,4,1,1,8,8,2,3,10.916666666666668
bot_to_pod,2374,1,initial_bots,11,16,60,233,87,0,0,0,4.5,1.5,6.5,11.5,2,10,10.198039027185569,12,1,0,1,0,0,3,4,1,12,12,1,2,11.620093791412858
pod_to_station_queue,2374,2,initial_bots,11,16,233,16,87,0,1,-1,6.5,11.5,1.5,3.5,5,8,9.4339811320566032,13,1,1,0,0,1,4,1,1,27,27,5,6,29.791666666666664
bot_to_pod,2375,1,initial_bots,11,24,60,233,87,1,0,0,4.5,1.5,6.5,11.5,2,10,10.198039027185569,12,1,0,1,0,0,3,4,1,12,12,1,2,11.620093791412858
pod_to_station_queue,2375,2,initial_bots,11,24,233,24,87,1,1,-1,6.5,11.5,1.5,9.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,21,21,5,6,25.958333333333332
bot_to_pod,2376,1,initial_bots,11,16,60,229,88,0,0,0,4.5,1.5,16.5,10.5,12,9,15,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2376,2,initial_bots,11,16,229,16,88,0,1,-1,16.5,10.5,1.5,3.5,15,7,16.552945357246848,22,1,1,0,0,1,4,1,1,22,22,3,4,22.370093791412856
bot_to_pod,2377,1,initial_bots,11,24,60,229,88,1,0,0,4.5,1.5,16.5,10.5,12,9,15,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2377,2,initial_bots,11,24,229,24,88,1,1,-1,16.5,10.5,1.5,9.5,15,1,15.033296378372908,16,1,1,0,0,1,4,1,1,16,16,1,2,14.125
bot_to_pod,2378,1,initial_bots,11,16,60,203,89,0,0,0,4.5,1.5,18.5,8.5,14,7,15.652475842498529,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2378,2,initial_bots,11,16,203,16,89,0,1,-1,18.5,8.5,1.5,3.5,17,5,17.720045146669349,22,1,1,0,0,1,4,1,1,24,24,3,4,23.541666666666664
bot_to_pod,2379,1,initial_bots,11,24,60,203,89,1,0,0,4.5,1.5,18.5,8.5,14,7,15.652475842498529,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2379,2,initial_bots,11,24,203,24,89,1,1,-1,18.5,8.5,1.5,9.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,15.458333333333334
bot_to_pod,2380,1,initial_bots,11,16,60,279,90,0,0,0,4.5,1.5,10.5,14.5,6,13,14.317821063276353,19,1,0,1,0,0,3,4,1,19,19,1,2,16.291666666666668
pod_to_station_queue,2380,2,initial_bots,11,16,279,16,90,0,1,-1,10.5,14.5,1.5,3.5,9,11,14.212670403551895,20,1,1,0,0,1,4,1,1,22,22,3,4,22.208333333333336
bot_to_pod,2381,1,initial_bots,11,24,60,279,90,1,0,0,4.5,1.5,10.5,14.5,6,13,14.317821063276353,19,1,0,1,0,0,3,4,1,19,19,1,2,16.291666666666668
pod_to_station_queue,2381,2,initial_bots,11,24,279,24,90,1,1,-1,10.5,14.5,1.5,9.5,9,5,10.295630140987001,14,1,1,0,0,1,4,1,1,16,16,3,4,18.375
bot_to_pod,2382,1,initial_bots,11,16,60,135,91,0,0,0,4.5,1.5,6.5,4.5,2,3,3.6055512754639891,5,1,0,1,0,0,3,4,1,5,5,1,2,6.9534271247461898
pod_to_station_queue,2382,2,initial_bots,11,16,135,16,91,0,1,-1,6.5,4.5,1.5,3.5,5,1,5.0990195135927845,6,1,1,0,0,1,4,1,1,6,6,1,2,7.458333333333333
bot_to_pod,2383,1,initial_bots,11,24,60,135,91,1,0,0,4.5,1.5,6.5,4.5,2,3,3.6055512754639891,5,1,0,1,0,0,3,4,1,5,5,1,2,6.9534271247461898
pod_to_station_queue,2383,2,initial_bots,11,24,135,24,91,1,1,-1,6.5,4.5,1.5,9.5,5,5,7.0710678118654755,10,1,1,0,0,1,4,1,1,12,12,3,4,15.70342712474619
bot_to_pod,2384,1,initial_bots,11,16,60,153,92,0,0,0,4.5,1.5,10.5,5.5,6,4,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,10.291666666666668
pod_to_station_queue,2384,2,initial_bots,11,16,153,16,92,0,1,-1,10.5,5.5,1.5,3.5,9,2,9.2195444572928871,11,1,1,0,0,1,4,1,1,19,19,4,5,22.333333333333332
bot_to_pod,2385,1,initial_bots,11,24,60,153,92,1,0,0,4.5,1.5,10.5,5.5,6,4,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,10.291666666666668
pod_to_station_queue,2385,2,initial_bots,11,24,153,24,92,1,1,-1,10.5,5.5,1.5,9.5,9,4,9.8488578017961039,13,1,1,0,0,1,4,1,1,13,13,2,3,14.25
bot_to_pod,2386,1,initial_bots,11,16,60,187,93,0,0,0,4.5,1.5,16.5,7.5,12,6,13.416407864998739,18,1,0,1,0,0,3,4,1,18,18,1,2,15.625
pod_to_station_queue,2386,2,initial_bots,11,16,187,16,93,0,1,-1,16.5,7.5,1.5,3.5,15,4,15.524174696260024,19,1,1,0,0,1,4,1,1,27,27,3,4,25.708333333333336
bot_to_pod,2387,1,initial_bots,11,24,60,187,93,1,0,0,4.5,1.5,16.5,7.5,12,6,13.416407864998739,18,1,0,1,0,0,3,4,1,18,18,1,2,15.625
pod_to_station_queue,2387,2,initial_bots,11,24,187,24,93,1,1,-1,16.5,7.5,1.5,9.5,15,2,15.132745950421556,17,1,1,0,0,1,4,1,1,25,25,3,4,24.375
bot_to_pod,2388,1,initial_bots,11,16,60,136,94,0,0,0,4.5,1.5,7.5,4.5,3,3,4.2426406871192848,6,1,0,1,0,0,3,4,1,6,6,1,2,7.625
pod_to_station_queue,2388,2,initial_bots,11,16,136,16,94,0,1,-1,7.5,4.5,1.5,3.5,6,1,6.0827625302982193,7,1,1,0,0,1,4,1,1,7,7,1,2,8.125
bot_to_pod,2389,1,initial_bots,11,24,60,136,94,1,0,0,4.5,1.5,7.5,4.5,3,3,4.2426406871192848,6,1,0,1,0,0,3,4,1,6,6,1,2,7.625
pod_to_station_queue,2389,2,initial_bots,11,24,136,24,94,1,1,-1,7.5,4.5,1.5,9.5,6,5,7.810249675906654,11,1,1,0,0,1,4,1,1,13,13,3,4,16.370093791412859
bot_to_pod,2390,1,initial_bots,11,16,60,117,95,0,0,0,4.5,1.5,16.5,2.5,12,1,12.041594578792296,13,1,0,1,0,0,3,4,1,13,13,1,2,12.125
pod_to_station_queue,2390,2,initial_bots,11,16,117,16,95,0,1,-1,16.5,2.5,1.5,3.5,15,1,15.033296378372908,16,1,1,0,0,1,4,1,1,16,16,1,2,14.125
bot_to_pod,2391,1,initial_bots,11,24,60,117,95,1,0,0,4.5,1.5,16.5,2.5,12,1,12.041594578792296,13,1,0,1,0,0,3,4,1,13,13,1,2,12.125
pod_to_station_queue,2391,2,initial_bots,11,24,117,24,95,1,1,-1,16.5,2.5,1.5,9.5,15,7,16.552945357246848,22,1,1,0,0,1,4,1,1,22,22,3,4,22.370093791412859
bot_to_pod,2392,1,initial_bots,11,16,60,242,96,0,0,0,4.5,1.5,15.5,11.5,11,10,14.866068747318506,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2392,2,initial_bots,11,16,242,16,96,0,1,-1,15.5,11.5,1.5,3.5,14,8,16.124515496597098,22,1,1,0,0,1,4,1,1,22,22,2,3,20.25
bot_to_pod,2393,1,initial_bots,11,24,60,242,96,1,0,0,4.5,1.5,15.5,11.5,11,10,14.866068747318506,21,1,0,1,0,0,3,4,1,21,21,1,2,17.625
pod_to_station_queue,2393,2,initial_bots,11,24,242,24,96,1,1,-1,15.5,11.5,1.5,9.5,14,2,14.142135623730951,16,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856
bot_to_pod,2394,1,initial_bots,11,16,60,106,97,0,0,0,4.5,1.5,5.5,2.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,4.625
pod_to_station_queue,2394,2,initial_bots,11,16,106,16,97,0,1,-1,5.5,2.5,1.5,3.5,4,1,4.1231056256176606,5,1,1,0,0,1,4,1,1,5,5,1,2,6.791666666666667
bot_to_pod,2395,1,initial_bots,11,24,60,106,97,1,0,0,4.5,1.5,5.5,2.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,4.625
pod_to_station_queue,2395,2,initial_bots,11,24,106,24,97,1,1,-1,5.5,2.5,1.5,9.5,4,7,8.0622577482985491,11,1,1,0,0,1,4,1,1,11,11,3,4,15.03185424949238
bot_to_pod,2396,1,initial_bots,11,16,60,104,98,0,0,0,4.5,1.5,17.5,1.5,13,0,13,13,1,0,1,0,0,3,4,1,13,13,0,1,10.166666666666668
pod_to_station_queue,2396,2,initial_bots,11,16,104,16,98,0,1,-1,17.5,1.5,1.5,3.5,16,2,16.124515496597098,18,1,1,0,0,1,4,1,1,24,24,3,4,23.703427124746192
bot_to_pod,2397,1,initial_bots,11,24,60,104,98,1,0,0,4.5,1.5,17.5,1.5,13,0,13,13,1,0,1,0,0,3,4,1,13,13,0,1,10.166666666666668
pod_to_station_queue,2397,2,initial_bots,11,24,104,24,98,1,1,-1,17.5,1.5,1.5,9.5,16,8,17.888543819998318,24,1,1,0,0,1,4,1,1,30,30,3,4,27.703427124746192
bot_to_pod,2398,1,initial_bots,11,16,60,93,99,0,0,0,4.5,1.5,6.5,1.5,2,0,2,2,1,0,1,0,0,3,4,1,2,2,0,1,2.8284271247461903
pod_to_station_queue,2398,2,initial_bots,11,16,93,16,99,0,1,-1,6.5,1.5,1.5,3.5,5,2,5.3851648071345037,7,1,1,0,0,1,4,1,1,15,15,3,4,17.708333333333336
bot_to_pod,2399,1,initial_bots,11,24,60,93,99,1,0,0,4.5,1.5,6.5,1.5,2,0,2,2,1,0,1,0,0,3,4,1,2,2,0,1,2.8284271247461903
pod_to_station_queue,2399,2,initial_bots,11,24,93,24,99,1,1,-1,6.5,1.5,1.5,9.5,5,8,9.4339811320566032,13,1,1,0,0,1,4,1,1,21,21,3,4,21.708333333333336
bot_to_pod,2400,1,initial_bots,12,16,212,235,0,0,0,0,13.5,9.5,8.5,11.5,5,2,5.3851648071345037,7,1,0,1,0,0,3,4,1,7,7,1,2,8.9117604580795238
pod_to_station_queue,2400,2,initial_bots,12,16,235,16,0,0,1,-1,8.5,11.5,1.5,3.5,7,8,10.63014581273465,15,1,1,0,0,1,4,1,1,25,25,4,5,26.5
bot_to_pod,2401,1,initial_bots,12,24,212,235,0,1,0,0,13.5,9.5,8.5,11.5,5,2,5.3851648071345037,7,1,0,1,0,0,3,4,1,7,7,1,2,8.9117604580795238
pod_to_station_queue,2401,2,initial_bots,12,24,235,24,0,1,1,-1,8.5,11.5,1.5,9.5,7,2,7.2801098892805181,9,1,1,0,0,1,4,1,1,19,19,4,5,22.333333333333332
bot_to_pod,2402,1,initial_bots,12,16,212,262,1,0,0,0,13.5,9.5,7.5,13.5,6,4,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,11.541666666666668
pod_to_station_queue,2402,2,initial_bots,12,16,262,16,1,0,1,-1,7.5,13.5,1.5,3.5,6,10,11.661903789690601,16,1,1,0,0,1,4,1,1,26,26,5,6,29.120093791412856
bot_to_pod,2403,1,initial_bots,12,24,212,262,1,1,0,0,13.5,9.5,7.5,13.5,6,4,7.2111025509279782,10,1,0,1,0,0,3,4,1,10,10,1,2,11.541666666666668
pod_to_station_queue,2403,2,initial_bots,12,24,262,24,1,1,1,-1,7.5,13.5,1.5,9.5,6,4,7.2111025509279782,10,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,2404,1,initial_bots,12,16,212,240,2,0,0,0,13.5,9.5,13.5,11.5,0,2,2,2,1,0,1,0,0,3,4,1,2,2,0,1,3.4534271247461903
pod_to_station_queue,2404,2,initial_bots,12,16,240,16,2,0,1,-1,13.5,11.5,1.5,3.5,12,8,14.422205101855956,20,1,1,0,0,1,4,1,1,22,22,2,3,20.25
bot_to_pod,2405,1,initial_bots,12,24,212,240,2,1,0,0,13.5,9.5,13.5,11.5,0,2,2,2,1,0,1,0,0,3,4,1,2,2,0,1,3.4534271247461903
pod_to_station_queue,2405,2,initial_bots,12,24,240,24,2,1,1,-1,13.5,11.5,1.5,9.5,12,2,12.165525060596439,14,1,1,0,0,1,4,1,1,16,16,2,3,16.245093791412856
bot_to_pod,2406,1,initial_bots,12,16,212,196,3,0,0,0,13.5,9.5,11.5,8.5,2,1,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.7034271247461898
pod_to_station_queue,2406,2,initial_bots,12,16,196,16,3,0,1,-1,11.5,8.5,1.5,3.5,10,5,11.180339887498949,15,1,1,0,0,1,4,1,1,17,17,3,4,19.041666666666664
bot_to_pod,2407,1,initial_bots,12,24,212,196,3,1,0,0,13.5,9.5,11.5,8.5,2,1,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.7034271247461898
pod_to_station_queue,2407,2,initial_bots,12,24,196,24,3,1,1,-1,11.5,8.5,1.5,9.5,10,1,10.04987562112089,11,1,1,0,0,1,4,1,1,11,11,1,2,10.791666666666668
bot_to_pod,2408,1,initial_bots,12,16,212,119,4,0,0,0,13.5,9.5,18.5,2.5,5,7,8.6023252670426267,12,1,0,1,0,0,3,4,1,12,12,1,2,12.25
pod_to_station_queue,2408,2,initial_bots,12,16,119,16,4,0,1,-1,18.5,2.5,1.5,3.5,17,1,17.029386365926403,18,1,1,0,0,1,4,1,1,18,18,1,2,15.458333333333334
bot_to_pod,2409,1,initial_bots,12,24,212,119,4,1,0,0,13.5,9.5,18.5,2.5,5,7,8.6023252670426267,12,1,0,1,0,0,3,4,1,12,12,1,2,12.25
pod_to_station_queue,2409,2,initial_bots,12,24,119,24,4,1,1,-1,18.5,2.5,1.5,9.5,17,7,18.384776310850235,24,1,1,0,0,1,4,1,1,24,24,3,4,23.703427124746192
bot_to_pod,2410,1,initial_bots,12,16,212,197,5,0,0,0,13.5,9.5,12.5,8.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,5.875
pod_to_station_queue,2410,2,initial_bots,12,16,197,16,5,0,1,-1,12.5,8.5,1.5,3.5,11,5,12.083045973594572,16,1,1,0,0,1,4,1,1,18,18,3,4,19.708333333333336
bot_to_pod,2411,1,initial_bots,12,24,212,197,5,1,0,0,13.5,9.5,12.5,8.5,1,1,1.4142135623730951,2,1,0,1,0,0,3,4,1,2,2,1,2,5.875
pod_to_station_queue,2411,2,initial_bots,12,24,197,24,5,1,1,-1,12.5,8.5,1.5,9.5,11,1,11.045361017187261,12,1,1,0,0,1,4,1,1,12,12,1,2,11.458333333333332
bot_to_pod,2412,1,initial_bots,12,16,212,275,6,0,0,0,13.5,9.5,6.5,14.5,7,5,8.6023252670426267,12,1,0,1,0,0,3,4,1,12,12,1,2,12.875
pod_to_station_queue,2412,2,initial_bots,12,16,275,16,6,0,1,-1,6.5,14.5,1.5,3.5,5,11,12.083045973594572,16,1,1,0,0,1,4,1,1,18,18,3,4,19.541666666666668
bot_to_pod,2413,1,initial_bots,12,24,212,275,6,1,0,0,13.5,9.5,6.5,14.5,7,5,8.6023252670426267,12,1,0,1,0,0,3,4,1,12,12,1,2,12.875
pod_to_station_queue,2413,2,initial_bots,12,24,275,24,6,1,1,-1,6.5,14.5,1.5,9.5,5,5,7.0710678118654755,10,1,1,0,0,1,4,1,1,12,12,3,4,15.541666666666668
bot_to_pod,2414,1,initial_bots,12,16,212,178,7,0,0,0,13.5,9.5,7.5,7.5,6,2,6.324555320336759,8,1,0,1,0,0,3,4,1,8,8,1,2,10.20342712474619
pod_to_station_queue,2414,2,initial_bots,12,16,178,16,7,0,1,-1,7.5,7.5,1.5,3.5,6,4,7.2111025509279782,10,1,1,0,0,1,4,1,1,20,20,5,6,25.286760458079524
bot_to_pod,2415,1,initial_bots,12,24,212,178,7,1,0,0,13.5,9.5,7.5,7.5,6,2,6.324555320336759,8,1,0,1,0,0,3,4,1,8,8,1,2,10.20342712474619
pod_to_station_queue,2415,2,initial_bots,12,24,178,24,7,1,1,-1,7.5,7.5,1.5,9.5,6,2,6.324555320336759,8,1,1,0,0,1,4,1,1,14,14,3,4,17.036760458079524
bot_to_pod,2416,1,initial_bots,12,16,212,285,8,0,0,0,13.5,9.5,16.5,14.5,3,5,5.8309518948453007,8,1,0,1,0,0,3,4,1,8,8,1,2,9.5833333333333321
pod_to_station_queue,2416,2,initial_bots,12,16,285,16,8,0,1,-1,16.5,14.5,1.5,3.5,15,11,18.601075237738275,26,1,1,0,0,1,4,1,1,28,28,3,4,26.208333333333332
bot_to_pod,2417,1,initial_bots,12,24,212,285,8,1,0,0,13.5,9.5,16.5,14.5,3,5,5.8309518948453007,8,1,0,1,0,0,3,4,1,8,8,1,2,9.5833333333333321
pod_to_station_queue,2417,2,initial_bots,12,24,285,24,8,1,1,-1,16.5,14.5,1.5,9.5,15,5,15.811388300841896,20,1,1,0,0,1,4,1,1,22,22,3,4,22.370093791412856
bot_to_pod,2418,1,initial_bots,12,16,212,142,9,0,0,0,13.5,9.5,13.5,4.5,0,5,5,5,1,0,1,0,0,3,4,1,5,5,0,1,5.458333333333333
pod_to_station_queue,2418,2,initial_bots,12,16,142,16,9,0,1,-1,13.5,4.5,1.5,3.5,12,1,12.041594578792296,13,1,1,0,0,1,4,1,1,13,13,1,2,12.125
bot_to_pod,2419,1,initial_bots,12,24,212,142,9,1,0,0,13.5,9.5,13.5,4.5,0,5,5,5,1,0,1,0,0,3,4,1,5,5,0,1,5.458333333333333
pod_to_station_queue,2419,2,initial_bots,12,24,142,24,9,1,1,-1,13.5,4.5,1.5,9.5,12,5,13,17,1,1,0,0,1,4,1,1,19,19,3,4,20.375
bot_to_pod,2420,1,initial_bots,12,16,212,146,10,0,0,0,13.5,9.5,17.5,4.5,4,5,6.4031242374328485,9,1,0,1,0,0,3,4,1,9,9,1,2,10.25
pod_to_station_queue,2420,2,initial_bots,12,16,146,16,10,0,1,-1,17.5,4.5,1.5,3.5,16,1,16.031219541881399,17,1,1,0,0,1,4,1,1,17,17,1,2,14.791666666666666
bot_to_pod,2421,1,initial_bots,12,24,212,146,10,1,0,0,13.5,9.5,17.5,4.5,4,5,6.4031242374328485,9,1,0,1,0,0,3,4,1,9,9,1,2,10.25
pod_to_station_queue,2421,2,initial_bots,12,24,146,24,10,1,1,-1,17.5,4.5,1.5,9.5,16,5,16.763054614240211,21,1,1,0,0,1,4,1,1,23,23,3,4,23.036760458079524
bot_to_pod,2422,1,initial_bots,12,16,212,183,11,0,0,0,13.5,9.5,12.5,7.5,1,2,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.7034271247461898
pod_to_station_queue,2422,2,initial_bots,12,16,183,16,11,0,1,-1,12.5,7.5,1.5,3.5,11,4,11.704699910719626,15,1,1,0,0,1,4,1,1,19,19,3,4,20.370093791412856
bot_to_pod,2423,1,initial_bots,12,24,212,183,11,1,0,0,13.5,9.5,12.5,7.5,1,2,2.2360679774997898,3,1,0,1,0,0,3,4,1,3,3,1,2,6.7034271247461898
pod_to_station_queue,2423,2,initial_bots,12,24,183,24,11,1,1,-1,12.5,7.5,1.5,9.5,11,2,11.180339887498949,13,1,1,0,0,1,4,1,1,25,25,5,6,28.615187582825712
bot_to_pod,2424,1,initial_bots,12,16,212,221,12,0,0,0,13.5,9.5,8.5,10.5,5,1,5.0990195135927845,6,1,0,1,0,0,3,4,1,6,6,1,2,8.0833333333333321
pod_to_station_queue,2424,2,initial_bots,12,16,221,16,12,0,1,-1,8.5,10.5,1.5,3.5,7,7,9.8994949366116654,14,1,1,0,0,1,4,1,1,14,14,3,4,16.875
bot_to_pod,2425,1,initial_bots,12,24,212,221,12,1,0,0,13.5,9.5,8.5,10.5,5,1,5.0990195135927845,6,1,0,1,0,0,3,4,1,6,6,1,2,8.0833333333333321
