decision,time,solved,pendingOrders,stationsWithCap,podsPa,podsPb,botsRa,lambda,mu,delta,epsilon,valuedLines,boundLines,valuedOrders,boundOrders,newTrips,boundUnits,objective,solveSec
483,5546.71111111197,1,92,1,88,6,0,26.2395493377582,42.2811952211038,0.845901639344262,0.0262395493377582,38,1,24,1,0,2,-1712.43994634695,0.0125196
484,5556.75555555647,1,92,1,88,6,0,26.2655268631286,42.2880704833378,0.846153846153846,0.0262655268631286,37,1,23,1,0,2,-1655.90318184378,0.0110003
485,5568.40000000098,1,89,1,89,4,0,26.2939285483401,42.2989285342863,0.847790507364975,0.0262939285483401,23,2,15,1,0,4,-1065.16738602517,0.0090024
486,5576.80000000103,1,92,1,89,5,1,26.2704448635238,42.2834492163441,0.851063829787234,0.0262704448635238,43,2,29,1,1,3,-1980.17959067127,0.1475119
487,5598.44444444561,1,87,1,89,3,2,26.3216848419042,42.3881677973522,0.854337152209493,0.0263216848419042,33,2,23,1,2,2,-1525.90287658977,0.3277474
488,5606.84444444566,1,92,1,88,4,1,26.3018383591088,42.3783399911343,0.854575163398693,0.0263018383591088,35,2,26,1,1,2,-1716.1591687912,0.1900306
489,5608.48888889011,1,83,1,87,4,0,26.237391557528,42.2964846660149,0.854575163398693,0.026237391557528,22,1,16,1,0,1,-1081.60127976088,0.0095092
490,5626.88888889022,1,92,1,88,5,1,26.3424277550631,42.4311363194458,0.856209150326797,0.0263424277550631,40,2,30,1,1,6,-1978.91778654172,0.1121425
491,5646.93333333478,1,92,1,87,5,1,26.3885782382751,42.5275155728425,0.859477124183007,0.0263885782382751,43,2,31,1,1,3,-2086.8221940359,0.1625209
492,5648.53333333479,1,84,1,87,3,1,26.3306910987739,42.4561250479159,0.856677524429967,0.0263306910987739,29,1,22,1,1,1,-1421.20203247626,0.1787218
493,5658.5777777793,1,84,1,88,4,1,26.3575431085651,42.4649305637994,0.858306188925081,0.0263575431085651,37,2,26,1,1,3,-1765.25639041277,0.1305141
494,5678.62222222386,1,84,1,87,4,0,26.3886853648189,42.5369853641857,0.856910569105691,0.0263886853648189,27,1,20,1,0,1,-1349.44084204907,0.0135095
495,5686.97777777946,1,92,1,88,4,1,26.3983973908135,42.5182698400975,0.858536585365854,0.0263983973908135,36,2,27,1,1,2,-1790.03426519658,0.1225087
496,5707.02222222403,1,93,1,88,5,1,26.4517515737083,42.6260710073134,0.857374392220421,0.0264517515737083,42,1,31,1,1,2,-2064.36700933899,0.2177682
497,5708.66666666848,1,84,1,88,4,1,26.4283771929828,42.5541666666671,0.857605177993528,0.0264283771929828,38,2,27,1,1,3,-1829.29579438613,0.265029
498,5728.71111111304,1,85,1,89,5,0,26.4763038300771,42.6531575444371,0.857605177993528,0.0264763038300771,36,1,26,1,0,1,-1778.36269093356,0.0170729
499,5757.06666666877,1,94,1,89,4,2,26.5821717392361,42.7894452258167,0.8578352180937,0.0265821717392361,43,1,32,1,2,2,-2088.05103654377,0.6108243
500,5768.75555555772,1,86,1,89,4,2,26.599210412829,42.7827300113712,0.856451612903226,0.026599210412829,43,2,32,1,2,3,-2102.96083333098,0.4335684
501,5788.80000000229,1,87,1,89,3,2,26.6486034504644,42.8840971492767,0.856682769726248,0.0266486034504644,40,3,29,1,2,5,-1953.31680825474,0.2420251
502,5808.84444444685,1,88,1,87,5,1,26.6967603930872,43.0394313255431,0.854166666666667,0.0266967603930872,45,1,33,1,1,2,-2221.55395291112,0.2220381
503,5817.11111111357,1,90,1,87,3,1,26.7096242240801,43.0259637082461,0.85031847133758,0.0267096242240801,31,1,23,1,1,1,-1535.99987990406,0.2595545
504,5818.88888889135,1,87,1,86,5,0,26.6851628076415,42.9525271914229,0.851910828025478,0.0266851628076415,36,1,27,1,0,1,-1816.71744332394,0.01651
505,5837.15555555813,1,96,1,89,4,1,26.7695688407537,43.0543898855455,0.853503184713376,0.0267695688407537,35,1,25,1,1,1,-1710.60915829761,0.2190314
506,5838.93333333592,1,92,1,90,4,2,26.7424356928777,42.9769288785747,0.851030110935024,0.0267424356928777,44,2,33,1,2,2,-2187.76637937754,0.2250449
507,5848.97777778042,1,92,1,89,5,1,26.7332293409002,42.9839268448085,0.849921011058452,0.0267332293409002,43,1,33,1,1,2,-2175.11238369843,0.1355262
508,5867.20000000275,1,94,1,90,3,1,26.8125159491538,43.0776653758662,0.850157728706625,0.0268125159491538,28,1,20,1,1,1,-1339.2118135922,0.395707
509,5879.02222222504,1,93,1,90,4,2,26.8788947746769,43.1506223965372,0.851735015772871,0.0268788947746769,48,2,32,1,2,3,-2228.43883588732,0.2280467
510,5887.24444444731,1,86,1,89,3,2,26.8642918717017,43.1490378722797,0.847723704866562,0.0268642918717018,34,1,24,1,2,1,-1584.87022783089,0.402386
511,5897.28888889182,1,85,1,89,2,2,26.8922054843307,43.1603297896666,0.847962382445141,0.0268922054843307,28,2,21,1,2,2,-1362.8582911047,0.4079266
512,5907.33333333632,1,85,1,90,3,3,26.8813005288148,43.1646345247087,0.849529780564263,0.0268813005288148,42,3,29,1,3,3,-1943.2613181398,1.0347211
513,5917.37777778083,1,85,1,88,4,1,26.8424673714321,43.1789690298652,0.849529780564263,0.0268424673714321,35,1,25,1,1,2,-1689.75696751353,0.2390433
514,5919.06666666972,1,85,1,88,4,0,26.8187463842024,43.1074328384113,0.851097178683386,0.0268187463842024,32,1,22,1,0,3,-1548.05368019795,0.0119733
515,5927.42222222533,1,84,1,89,5,1,26.8567858781594,43.1352867063499,0.852664576802508,0.0268567858781594,40,1,28,1,1,2,-1940.19729138181,0.224582
516,5937.46666666983,1,84,1,90,5,1,26.8823364011485,43.1431386641651,0.85423197492163,0.0268823364011486,39,1,27,1,1,1,-1883.88536953182,0.2725544
517,5939.11111111429,1,84,1,90,4,1,26.8557836568038,43.0675067179231,0.855799373040752,0.0268557836568038,37,1,25,1,1,1,-1772.91549347782,0.1770348
518,5947.51111111434,1,88,1,90,5,0,26.8629447472263,43.0460980736487,0.857366771159875,0.0268629447472263,33,1,23,1,0,1,-1618.87905478402,0.0170093
519,5949.15555555879,1,88,1,90,5,0,26.8358380985549,42.9699350930303,0.857589984350548,0.0268358380985549,36,1,25,1,0,1,-1759.74178128918,0.0139989
520,5969.20000000335,1,87,1,91,3,2,26.9125612948546,43.0600980717674,0.859154929577465,0.0269125612948546,35,1,23,1,2,1,-1642.04610344679,0.4010804
521,5977.55555555896,1,89,1,92,3,3,26.9198098577096,43.0391314862172,0.859375,0.0269198098577096,39,1,27,1,3,1,-1830.74149596478,0.2875588
522,5989.24444444792,1,88,1,92,2,4,26.9303694403407,43.1103091444164,0.8609375,0.0269303694403407,42,2,28,1,4,3,-1925.57904476872,0.776186
523,5997.60000000352,1,86,1,91,2,3,26.8955194762394,43.0761237486652,0.858695652173913,0.0268955194762394,34,2,24,1,3,5,-1621.79718472524,0.4915839
524,6007.64444444803,1,86,1,89,4,2,26.8780670184336,43.0696736560442,0.860248447204969,0.0268780670184336,40,2,27,1,2,3,-1874.85154471031,0.3005745
525,6019.28888889254,1,87,1,88,4,1,26.9046861062889,43.1337653006636,0.862015503875969,0.0269046861062889,36,1,23,1,1,3,-1673.85158218791,0.1740394
526,6027.68888889259,1,86,1,88,5,1,26.9162254743302,43.119793209877,0.862229102167183,0.0269162254743302,39,2,27,1,1,5,-1902.43873870063,0.1095277
527,6037.73333333709,1,86,1,87,5,0,26.9266550157206,43.1578921709055,0.862229102167183,0.0269266550157206,32,1,24,1,0,2,-1645.73949764514,0.012
528,6049.33333333716,1,87,1,89,4,1,26.9576880307186,43.1752613081629,0.863777089783282,0.0269576880307186,36,1,23,1,1,1,-1675.61370742775,0.1130294
529,6057.77777778166,1,85,1,90,5,1,26.9683812111803,43.1601329522865,0.862654320987654,0.0269683812111803,38,1,27,1,1,1,-1862.97708890174,0.1800262
530,6059.37777778166,1,85,1,90,4,1,26.9361860171018,43.0765197019525,0.864197530864197,0.0269361860171018,35,1,24,1,1,1,-1687.71025228588,0.1105372
531,6067.82222222616,1,84,1,88,5,0,26.9376728270765,43.0469345969322,0.865740740740741,0.0269376728270765,30,1,21,1,0,1,-1491.67142997537,0.0110024
532,6069.42222222617,1,84,1,88,4,0,26.9104698147768,42.9716593089717,0.867283950617284,0.0269104698147768,30,1,19,1,0,1,-1417.57592633861,0.0100017
533,6079.46666667067,1,84,1,89,4,1,26.9198071649606,42.9548796774224,0.868827160493827,0.0269198071649606,37,2,25,1,1,3,-1769.16712748267,0.1255785
534,6087.86666667072,1,77,1,89,4,0,26.8909454158487,42.9302297879002,0.868827160493827,0.0268909454158487,26,1,19,1,0,2,-1325.34564443818,0.0120012
535,6089.51111111518,1,83,1,89,5,0,26.8681203200073,42.862305893607,0.868827160493827,0.0268681203200073,35,1,24,1,0,1,-1719.96340263933,0.0110002
536,6099.55555555968,1,84,1,90,4,1,26.8944479370721,42.8729140643915,0.87037037037037,0.0268944479370721,37,1,23,1,1,1,-1709.42386852545,0.2600828
537,6139.60000000436,1,86,1,92,5,2,26.979076028681,42.9764537912844,0.870570107858243,0.026979076028681,49,2,31,1,2,3,-2268.33334847565,0.1255184
538,6157.91111111558,1,80,1,91,2,1,26.9394815353805,42.9347986970127,0.865443425076453,0.0269394815353805,23,1,16,1,1,2,-1103.21388551992,0.2015404
539,6179.64444444904,1,85,1,91,4,2,26.9952893093524,42.9924977889686,0.865443425076453,0.0269952893093524,44,2,29,1,2,3,-2053.11776628401,0.2623219
540,6189.68888889355,1,85,1,90,5,1,26.9697857124018,42.9732577790993,0.861702127659574,0.0269697857124018,43,1,29,1,1,2,-2037.91783026067,0.1495126
541,6199.73333333805,1,87,1,90,5,2,26.9809565031243,42.9599695777901,0.861911987860395,0.0269809565031243,49,1,33,1,2,4,-2315.18573176898,0.1530337
542,6207.95555556032,1,81,1,89,3,1,26.9837697929357,42.9334786821709,0.863429438543247,0.0269837697929357,31,1,21,1,1,3,-1486.35622371243,0.1125536
543,6218.00000000482,1,81,1,87,4,0,26.9961657570742,42.9223370450967,0.863636363636364,0.0269961657570742,31,1,20,1,0,2,-1473.73513853424,0.0160019
544,6219.77777778261,1,85,1,87,5,0,26.9779196184236,42.9455084061173,0.863842662632375,0.0269779196184236,31,1,20,1,0,1,-1473.95582767119,0.0120003
545,6228.04444444933,1,81,1,89,3,1,27.0077130434949,42.9620763471811,0.86535552193646,0.0270077130434949,33,1,22,1,1,1,-1559.60442286842,0.1005476
546,6229.82222222712,1,85,1,88,5,0,26.9846498316501,42.9774828399832,0.866868381240545,0.0269846498316501,30,1,20,1,0,1,-1456.22176774722,0.0189999
547,6248.08888889389,1,81,1,88,4,1,27.0512195234734,43.0526152724259,0.867069486404834,0.0270512195234734,37,3,25,1,1,3,-1789.6778024456,0.1605152
548,6258.1333333384,1,86,1,88,5,1,26.9906967853209,43.0293992981366,0.871601208459215,0.0269906967853209,41,2,30,1,1,2,-2074.17442413515,0.1355328
549,6259.86666667174,1,81,1,89,4,1,26.9368936308704,42.9646038526935,0.871987951807229,0.0269368936308704,34,1,23,1,1,1,-1641.27534775167,0.1880309
550,6278.17777778296,1,85,1,89,4,1,27.0072407008624,43.0460234925622,0.873493975903614,0.0270072407008624,37,1,25,1,1,2,-1785.78172573879,0.1550444
551,6289.91111111636,1,82,1,90,3,2,27.0198086642067,43.0353740292241,0.875,0.0270198086642067,35,1,23,1,2,1,-1644.35246032481,0.2340359
552,6298.22222222752,1,85,1,91,3,3,27.0360380121831,43.0306406529784,0.876506024096386,0.0270360380121831,41,1,30,1,3,1,-2004.76557895708,0.3850781
553,6299.95555556086,1,81,1,91,3,2,27.009965244107,42.9587066263416,0.874062968515742,0.027009965244107,33,1,21,1,2,1,-1522.43710740871,0.2070384
554,6310.00000000537,1,81,1,92,2,3,27.0356660861172,42.9692335513194,0.875562218890555,0.0270356660861172,35,1,24,1,3,1,-1658.1712619411,0.2525407
555,6320.04444444987,1,81,1,93,2,4,27.02859916368,42.9277751423153,0.877061469265367,0.02702859916368,40,1,28,1,4,1,-1916.06540934028,0.4895899
556,6328.26666667214,1,79,1,92,4,3,27.016790970565,42.8789220328286,0.877245508982036,0.027016790970565,46,1,31,1,3,1,-2178.89911786461,0.1630391
557,6330.08888889438,1,80,1,92,3,3,26.9897596344857,42.8060649023318,0.876119402985075,0.0269897596344857,40,1,28,1,3,1,-1920.61369481785,0.5391593
558,6340.13333333888,1,80,1,92,3,3,27.0077497841346,42.8047355069304,0.877611940298507,0.0270077497841346,40,1,27,1,3,1,-1876.94473853298,0.4106183
559,6348.31111111671,1,79,1,93,3,3,27.0054091203522,42.8519793777664,0.87779433681073,0.0270054091203522,39,1,26,1,3,1,-1811.06243156646,0.4801352
560,6350.17777778338,1,78,1,93,3,3,26.9800262563287,42.7818872087171,0.879284649776453,0.0269800262563287,42,2,31,1,3,3,-2086.27149864314,0.2460402
561,6378.35555556133,1,78,1,92,3,3,27.002245155528,42.8381483294466,0.879464285714286,0.027002245155528,40,2,25,1,3,2,-1829.49294909468,0.3830934
562,6388.40000000583,1,78,1,91,3,2,26.9773831100607,42.8196362309781,0.879464285714286,0.0269773831100607,34,1,22,1,2,1,-1597.59543728692,0.2000431
563,6390.22222222807,1,78,1,91,4,2,26.9519972451794,42.749703495631,0.878338278931751,0.0269519972451794,41,1,31,1,2,2,-2093.13546949532,0.1175116
564,6398.44444445034,1,78,1,92,3,3,26.946614219369,42.7116427252801,0.878518518518518,0.026946614219369,40,2,26,1,3,5,-1863.39161641517,0.4176245
565,6400.26666667257,1,77,1,89,4,1,26.8888501815543,42.6409004744798,0.880177514792899,0.0268888501815543,31,1,22,1,1,1,-1548.72827733073,0.1730385
566,6408.48888889484,1,77,1,90,5,1,26.8898208035937,42.6131052213375,0.881656804733728,0.0268898208035937,38,2,25,1,1,2,-1822.60311263569,0.2265375
567,6410.31111111707,1,76,1,90,4,1,26.8336874213019,42.5448612832166,0.880354505169867,0.0268336874213019,30,1,22,1,1,2,-1510.04955317024,0.2675897
568,6420.35555556158,1,76,1,89,4,0,26.8642957930368,42.5642089188375,0.880530973451327,0.0268642957930368,27,1,21,1,0,1,-1434.06341294636,0.0151156
569,6428.5333333394,1,71,1,89,4,1,26.8807361201361,42.5611655235488,0.882005899705015,0.0268807361201361,31,1,20,1,1,2,-1460.00948121888,0.2720393
570,6430.40000000608,1,70,1,89,3,1,26.8614776679894,42.5017095818834,0.883480825958702,0.0268614776679894,29,1,22,1,1,1,-1494.41321727921,0.112521
571,6438.57777778391,1,74,1,90,4,3,26.8835899077319,42.507816514624,0.884955752212389,0.0268835899077319,42,2,27,1,3,5,-1942.09687064201,0.2050309
572,6440.44444445058,1,69,1,88,3,1,26.8307764151184,42.4450035738245,0.886430678466077,0.0268307764151184,28,1,22,1,1,2,-1469.6028913845,0.1064057
573,6458.62222222847,1,72,1,89,5,1,26.9214087352859,42.55957998593,0.886430678466077,0.0269214087352859,35,1,23,1,1,3,-1688.91106367131,0.1540379
574,6468.66666667297,1,72,1,89,5,2,26.9630753251319,42.6750144392253,0.887905604719764,0.0269630753251319,41,1,26,1,2,2,-1906.60325653377,0.2120524
575,6474.00000000634,1,68,1,88,3,1,26.9595599569265,42.6406251061846,0.883994126284875,0.0269595599569265,29,1,21,1,1,1,-1460.80698149886,0.2430241
576,6494.0444444509,1,70,1,90,2,2,27.0201585724149,42.7076865347877,0.885462555066079,0.0270201585724149,35,1,19,1,2,1,-1506.90540961267,0.2975659
577,6508.71111111765,1,80,1,90,5,2,27.0388260977512,42.7084931416033,0.885630498533724,0.0270388260977512,38,2,28,1,2,2,-1911.15743827195,0.4616384
578,6514.08888889546,1,77,1,89,3,1,27.0129239416721,42.6883068129343,0.883211678832117,0.0270129239416721,33,1,22,1,1,1,-1597.94743429038,0.1355417
579,6524.13333333997,1,77,1,90,3,1,27.0168364776014,42.7437905585409,0.883381924198251,0.0270168364776014,32,1,21,1,1,1,-1537.82121768856,0.1205228
580,6528.75555556222,1,80,1,90,5,1,27.0179010878922,42.7168272209298,0.884839650145773,0.0270179010878922,35,1,28,1,1,4,-1872.19779113145,0.1345207
581,6534.17777778447,1,76,1,91,3,2,27.010005651629,42.6758089295738,0.885007278020378,0.027010005651629,39,2,25,1,2,3,-1829.66839470304,0.1589168
582,6544.22222222898,1,76,1,88,4,0,26.981111993762,42.6507233150032,0.883720930232558,0.0269811119937621,29,1,19,1,0,2,-1415.75551634264,0.0162755
583,6558.80000000684,1,80,1,88,5,1,27.0221011280301,42.6870872892069,0.885174418604651,0.0270221011280301,34,1,25,1,1,1,-1740.9246323048,0.1470424
584,6564.26666667354,1,75,1,88,4,1,27.0375948817761,42.6832194064928,0.886627906976744,0.0270375948817761,37,1,24,1,1,1,-1783.16522379724,0.2010865
585,6574.31111111804,1,75,1,89,4,1,27.0676306298913,42.7023631236913,0.886792452830189,0.0270676306298913,39,1,23,1,1,1,-1771.02407600464,0.1387586
586,6584.35555556255,1,73,1,89,4,1,27.0995372839509,42.7244957179407,0.888243831640058,0.0270995372839509,38,3,23,1,1,5,-1764.53842959378,0.0850042
587,6594.40000000705,1,75,1,89,5,1,27.0506453315267,42.7166665487059,0.888567293777135,0.0270506453315267,41,2,26,1,1,3,-1973.23135897608,0.0815114
588,6608.84444445158,1,68,1,90,3,2,27.0648694365533,42.7595782839621,0.891461649782923,0.0270648694365533,31,1,23,1,2,1,-1576.27783978497,0.1245871
589,6634.44444445173,1,73,1,92,3,3,27.1974383679464,42.9407584268114,0.892908827785818,0.0271974383679464,39,3,26,1,3,3,-1869.42320385211,0.135024
590,6638.8888888962,1,67,1,90,4,1,27.1276253727098,42.8995005894016,0.89193083573487,0.0271276253727098,30,1,23,1,1,2,-1587.55890584108,0.0855114
591,6648.93333334071,1,67,1,89,4,0,27.1356447740115,42.8840100446432,0.893371757925072,0.0271356447740115,25,1,19,1,0,1,-1341.46458057223,0.0079686
592,6654.48888889629,1,73,1,89,5,1,27.1274981885575,42.8430720054579,0.894812680115274,0.0271274981885575,36,2,24,1,1,2,-1777.20937555065,0.0894929
593,6664.5333333408,1,78,1,89,5,1,27.1319140060203,42.8703552265943,0.896402877697842,0.0271319140060203,35,2,24,1,1,3,-1753.6822553715,0.0944321
594,6668.97777778527,1,70,1,88,4,0,27.0861576068112,42.8182598047282,0.896402877697842,0.0270861576068112,24,1,18,1,0,1,-1280.8750171517,0.0070003
595,6689.02222222983,1,71,1,90,3,2,27.1799196396409,42.9384900690072,0.897841726618705,0.027179919639641,30,1,24,1,2,2,-1598.56274835273,0.2170325
596,6694.57777778542,1,78,1,89,5,2,27.1704432360006,42.8956378168364,0.893982808022923,0.0271704432360006,42,1,31,1,2,2,-2165.44557907544,0.1245255
597,6729.06666667451,1,72,1,91,2,2,27.240002635381,42.977601331087,0.89541547277937,0.027240002635381,25,1,19,1,2,2,-1296.34952595662,0.3115523
598,6739.11111111902,1,72,1,91,3,2,27.240690400855,42.9509298383852,0.895565092989986,0.027240690400855,29,1,23,1,2,2,-1554.56659815857,0.2605439
599,6744.62222223016,1,80,1,92,4,3,27.2231201117321,42.8955853873243,0.895565092989986,0.0272231201117321,43,1,31,1,3,1,-2181.58279206925,0.1225273
600,6749.15555556352,1,66,1,91,3,2,27.2090625688935,42.845905205147,0.895714285714286,0.0272090625688935,30,1,21,1,2,1,-1492.4108047612,0.3215525
601,6759.20000000802,1,66,1,92,3,2,27.2133960251596,42.8252916395932,0.89586305278174,0.0272133960251596,29,1,20,1,2,1,-1434.63756375697,0.3265445
602,6764.66666667472,1,79,1,91,5,1,27.202842191324,42.7813525180542,0.897289586305278,0.027202842191324,37,1,24,1,1,1,-1803.6361984917,0.1145171
603,6779.24444445259,1,65,1,90,4,1,27.2394328789536,42.8116261506631,0.896159317211949,0.0272394328789536,30,4,18,1,1,5,-1396.81085587051,0.1750634
604,6789.28888889709,1,73,1,90,4,1,27.1990545575111,42.8634315278054,0.89645390070922,0.0271990545575111,31,1,21,1,1,1,-1548.07244956806,0.2070292
605,6794.71111111935,1,77,1,91,3,2,27.1950384522153,42.8298166564507,0.895332390381895,0.0271950384522153,29,1,21,1,2,1,-1463.75125863047,0.3325495
606,6804.75555556385,1,77,1,90,4,2,27.2110860019784,42.8278831857225,0.896746817538897,0.0272110860019784,34,2,24,1,2,2,-1714.48369295198,0.2480475
607,6809.33333334165,1,72,1,89,4,1,27.1679919598258,42.780154006184,0.896746817538897,0.0271679919598258,30,1,20,1,1,1,-1489.39318571448,0.1940506
608,6824.80000000841,1,76,1,89,4,1,27.2216437946989,42.8375261102022,0.898161244695898,0.0272216437946989,28,1,20,1,1,1,-1442.24598897402,0.2415605
609,6844.84444445298,1,78,1,91,4,2,27.2772735691781,42.897995976441,0.8995756718529,0.0272772735691781,34,2,24,1,2,5,-1725.37387548447,0.174047
610,6854.88888889748,1,78,1,90,5,1,27.2757360950186,42.9157091235958,0.893258426966292,0.0272757360950186,35,2,24,1,1,4,-1749.29839412067,0.2020509
611,6859.37777778639,1,73,1,91,3,2,27.2277530999421,42.8602389314606,0.892307692307692,0.0272277530999421,31,2,21,1,2,2,-1525.83109101596,0.1130193
612,6864.93333334198,1,76,1,90,5,1,27.1987026833304,42.8344457061055,0.893706293706294,0.0271987026833304,33,2,23,1,1,2,-1669.0145550383,0.1165518
613,6879.42222223096,1,73,1,89,3,1,27.2197252556313,42.8874365282026,0.896503496503496,0.0272197252556313,27,1,18,1,1,1,-1342.22995767437,0.1235676
614,6889.46666667546,1,77,1,90,3,3,27.2309246189048,42.8781969127866,0.896648044692737,0.0272309246189048,35,2,25,1,3,3,-1751.8876984333,0.2325464
615,6898.7555555644,1,72,1,89,3,3,27.2168381211108,42.8758408757225,0.89804469273743,0.0272168381211108,34,1,21,1,3,2,-1559.81946149101,0.317291
616,6899.51111111996,1,75,1,89,4,3,27.1918303578399,42.8830064376208,0.894444444444444,0.0271918303578399,37,1,27,1,3,1,-1871.9471047476,0.2470295
617,6908.80000000891,1,73,1,90,3,3,27.2221814284235,42.9040192769341,0.895833333333333,0.0272221814284235,33,1,19,1,3,1,-1449.34993467549,0.4495873
618,6909.55555556447,1,76,1,90,4,3,27.1973056650686,42.8380770117037,0.895977808599168,0.0271973056650686,36,1,26,1,3,1,-1801.4981206568,0.2795413
